3000	-1     ! 0
3000	-1     ! 1
3000	-1     ! 2
3000	-1     ! 3
3000	-1     ! 4
3000	-1     ! 5
3000	-1     ! 6 
3000	-1     ! 7
3000	-1     ! 8
3000	-1     ! 9
3000	-1     ! 10
3000	-1     ! 11
3000	-1     ! 12
3000	-1     ! 13
3000	-1     ! 14
3000	-1     ! 15
3000	-1     ! 16
3000	-1     ! 17
3000	-1     ! 18
3000	-1     ! 19
3000	-1     ! 20
3000	-1     ! 21
3000	-1     ! 22
3000	-1     ! 23
3000	-1     ! 24
3000	-1     ! 25
3000	-1     ! 26
3000	-1     ! 27
3000	-1     ! 28
3000	-1     ! 29
3000	-1     ! 30
3000	-1     ! 31
3000	-1     ! 32
3000	-1     ! 33
3000	-1     ! 34
3000	-1     ! 35
3000	-1     ! 36
3000	-1     ! 37
3000	-1     ! 38 
3000	-1     ! 39
3000	-1     ! 40
3000	-1     ! 41
3000	-1     ! 42
3000	-1     ! 43
3000	-1     ! 44
3000	-1     ! 45
3000	-1     ! 46
3000	-1     ! 47
3000	-1     ! 48
3000	-1     ! 49
3000	-1     ! 50
3000	-1     ! 51
3000	-1     ! 52
3000	-1     ! 53
3000	-1     ! 54
3000	-1     ! 55
3000	-1     ! 56
3000	-1     ! 57
3000	-1     ! 58
3000	-1     ! 59
3000	-1     ! 60
3000	-1     ! 61
3000	-1     ! 62
3000	-1     ! 63

